"""course code""","""course name""","""prerequisites""","""restrictions"""
"""MBG*3040""","""Molecular Biology of the Gene""","""MCB*2050""","""{MBG*4080}"""
"""MBG*3050""","""Human Genetics""","""MCB*2050""","""{}"""
"""MBG*3060""","""Quantitative Genetics""","""MBG*2400 AND 0.50 credits in statistics.""","""{}"""
"""MBG*3100""","""Plant Genetics""","""(MBG*2040 OR MBG*2400 ) AND STAT*2040""","""{}"""
"""MBG*3350""","""Laboratory Methods in Molecular Biology""","""BIOC*2580 AND MCB*2050""","""{}"""
"""MBG*3660""","""Genomics""","""MCB*2050""","""{}"""
"""MBG*4020""","""Genetics of Companion Animals""","""MBG*3060""","""{}"""
"""MBG*4030""","""Animal Breeding Methods and Applications""","""MBG*3060""","""{}"""
"""MBG*4040""","""Genetics and Molecular Biology of Development""","""MBG*3040""","""{}"""
"""MBG*4110""","""Epigenetics""","""MBG*3040""","""{}"""
"""MBG*4160""","""Plant Breeding""","""(MBG*2040 OR MBG*2400) AND STAT*2040""","""{}"""
"""MBG*4240""","""Applied Molecular Genetics in Medicine and Biotechnology""","""MBG*3040""","""{}"""
"""MBG*4300""","""Plant Molecular Genetics""","""MBG*2040 OR MBG*2400""","""{}"""
"""MUSC*1060""","""Amadeus to Zeppelin: Music and Culture I""","""()""","""{MUSC*2280}"""
"""MUSC*1090""","""Physics of Music""","""()""","""{PHYS*1020,PHYS*1600}"""
"""MUSC*1130""","""Introduction to Musicianship""","""()""","""{MUSC*1160,MUSC*1180}"""
"""MUSC*1160""","""Theory and Musicianship I""","""()""","""{MUSC*2660}"""
"""MUSC*1170""","""Theory and Musicianship II""","""MUSC*1160 OR MUSC*1180""","""{MUSC*2180,MUSC*3010}"""
"""MUSC*1200""","""Creative Industries""","""()""","""{}"""
"""MUSC*1340""","""Music and Research I: Exploring Society's Sounds""","""()""","""{MUSC*1060}"""
"""MUSC*1410""","""Music and Creative Practice I""","""()""","""{MUSC*1500}"""
"""MUSC*1420""","""Music and Creative Practice II""","""MUSC*1410""","""{MUSC*1510}"""
"""MUSC*1500""","""Applied Music I""","""()""","""{}"""
"""MUSC*1510""","""Applied Music II""","""A minimum grade of 70% in MUSC*1500.""","""{}"""
"""MUSC*1710""","""Instrumental Ensembles I""","""()""","""{MUSC*2530}"""
"""MUSC*1720""","""Instrumental Ensembles II""","""MUSC*1710""","""{MUSC*2540}"""
"""MUSC*1910""","""Choral Ensembles I""","""()""","""{MUSC*2550}"""
"""MUSC*1920""","""Choral Ensembles II""","""MUSC*1910""","""{MUSC*2560}"""
"""MUSC*2010""","""The Musical Avant-Garde""","""2.00 credits""","""{}"""
"""MUSC*2030""","""Music in Canada""","""2.00 credits""","""{}"""
"""MUSC*2100""","""Creating Music on the Computer""","""2.00 credits""","""{}"""
"""MUSC*2140""","""History of Jazz""","""2.00 credits""","""{}"""
"""MUSC*2150""","""Music and Popular Culture""","""2.00 credits""","""{}"""
"""MUSC*2220""","""Electronica: Music in the Digital Age""","""2.00 credits""","""{}"""
"""MUSC*2270""","""World Music""","""2.00 credits""","""{}"""
"""MUSC*2330""","""Beethoven to Broadway: Music and Culture II""","""MUSC*1060""","""{MUSC*2600,MUSC*2610,MUSC*2620}"""
"""MUSC*2340""","""Music and Research II: Critiquing Society's Sounds""","""MUSC*1340""","""{}"""
"""MUSC*2380""","""Classical Music from Concert Hall to Cinema""","""2.00 credits""","""{MUSC*1060}"""
"""MUSC*2410""","""Applied Composition and Improvisation I""","""MUSC*1170 OR MUSC*2180""","""{}"""
"""MUSC*2420""","""Applied Composition and Improvisation II""","""A minimum grade of 70% in MUSC*2410.""","""{}"""
"""MUSC*2430""","""Theory and Musicianship III""","""MUSC*1170""","""{MUSC*2180,MUSC*3010}"""
"""MUSC*2440""","""Theory and Musicianship IV""","""MUSC*2430""","""{MUSC*2180,MUSC*3010}"""
"""MUSC*2500""","""Applied Music III""","""A minimum grade of 70% in MUSC*1420""","""{}"""
"""MUSC*2510""","""Applied Music IV""","""A minimum grade of 70% in MUSC*2500""","""{}"""
"""MUSC*2570""","""Keyboard Accompaniment I""","""MUSC*2510 on piano.""","""{}"""
"""MUSC*2580""","""Keyboard Accompaniment II""","""MUSC*2570""","""{}"""
"""MUSC*2660""","""Materials of Music I""","""MUSC*1180""","""{MUSC*1250,MUSC*2360}"""
"""MUSC*2710""","""Instrumental Ensembles III""","""MUSC*1720""","""{}"""
"""MUSC*2720""","""Instrumental Ensembles IV""","""MUSC*2710""","""{}"""
"""MUSC*2910""","""Choral Ensembles III""","""MUSC*1920""","""{}"""
"""MUSC*2920""","""Choral Ensembles IV""","""MUSC*2910""","""{}"""
"""MUSC*3010""","""Materials of Music II""","""MUSC*2180 AND MUSC*2660""","""{MUSC*2360,MUSC*2370,MUSC*2670}"""
"""MUSC*3340""","""Music and Research III: Issues in Contemporary Popular Musics""","""MUSC*2340""","""{}"""
"""MUSC*3410""","""Applied Composition and Improvisation III""","""A minimum grade of 70% in MUSC*2420 and (2 of MUSC*2530 OR MUSC*2540 OR MUSC*2550 OR MUSC*2560.)""","""{}"""
"""MUSC*3420""","""Applied Composition and Improvisation IV""","""A minimum grade of 70% in MUSC*3410.""","""{}"""
"""MUSC*3460""","""Topics in World Music and Improvisation""","""7.50 credits AND including MUSC*1160 AND MUSC*1340""","""{MUSC*3730,MUSC*3820}"""
"""MUSC*3470""","""Topics in Music Teaching and Learning""","""7.50 credits AND including MUSC*1170""","""{MUSC*3880}"""
"""MUSC*3480""","""Topics in Music and Social Movements: Inclusion and Transformation""","""7.50 credits AND including MUSC*1340""","""{}"""
"""MUSC*3490""","""Topics in Digital Music""","""7.50 credits AND including MUSC*2100""","""{MUSC*3860}"""
"""MUSC*3500""","""Applied Music V""","""3.00 credits in music courses including a minimum grade of 70% in MUSC*2510""","""{}"""
"""MUSC*3510""","""Applied Music VI""","""4.00 credits in music courses including a minimum grade of 70% in MUSC*3500""","""{}"""
"""MUSC*3550""","""Collaborative Performance Project I""","""MUSC*2500 AND (2 of MUSC*2530 OR MUSC*2540 OR MUSC*2550 OR MUSC*2560)""","""{}"""
"""MUSC*3560""","""Collaborative Performance Project II""","""MUSC*3550""","""{}"""
"""MUSC*3630""","""Tragedy, Technology, and Torture: Music Post 1900""","""MUSC*2660 AND (MUSC*2330 OR MUSC*2620)""","""{}"""
"""MUSC*3710""","""Instrumental Ensembles V""","""MUSC*2720""","""{}"""
"""MUSC*3720""","""Instrumental Ensembles VI""","""MUSC*3710""","""{}"""
"""MUSC*3730""","""Topics in Jazz and Improvised Music""","""7.50 credits AND MUSC*2140""","""{}"""
"""MUSC*3740""","""Topics in Popular Music Studies""","""7.50 credits AND MUSC*2150 AND (MUSC*1160 OR MUSC*1180)""","""{}"""
"""MUSC*3800""","""Topics in Music History/Analysis""","""7.50 credits AND (MUSC*2670 OR MUSC*3010) AND MUSC*3630""","""{}"""
"""MUSC*3820""","""Topics in Ethnomusicology""","""7.50 credits AND MUSC*2270 AND (MUSC*1160 OR MUSC*1180)""","""{}"""
"""MUSC*3860""","""Topics in Digital Music""","""7.50 credits AND MUSC*2100 AND MUSC*2220""","""{}"""
"""MUSC*3880""","""Topics in Music Pedagogy""","""7.50 credits AND MUSC*2660 AND (MUSC*1170 OR MUSC*2180)""","""{}"""
"""MUSC*3910""","""Choral Ensembles V""","""MUSC*2920""","""{}"""
"""MUSC*3920""","""Choral Ensembles VI""","""MUSC*3910""","""{}"""
"""MUSC*4000""","""Honours Capstone Project in Music""","""14.00 credits AND including 1.50 credits in Music at the 3000 level""","""{}"""
"""MUSC*4200""","""Experiential Learning in Music""","""3.00 credits in Music AND including (MUSC*3730 OR MUSC*3740 OR MUSC*3800 OR MUSC*3820 OR MUSC*3860 OR MUSC*3880)""","""{}"""
"""MUSC*4340""","""Music and Research IV: Theorising the Contemporary Canadian Music Industry""","""MUSC*3340""","""{}"""
"""MUSC*4450""","""Honours Seminar in Music""","""Completion of the music core.""","""{}"""
"""MUSC*4460""","""Honours Music Recital Preparation""","""Completion of the music core AND a minimum grade of 70% in MUSC*3510""","""{}"""
"""MUSC*4470""","""Honours Music Recital""","""A minimum grade of 70% in MUSC*4460""","""{}"""
"""NANO*2000""","""Synthesis and Characterization of Nanomaterials I""","""CHEM*1050 AND [IPS*1510 OR  MATH*1210 AND PHYS*1010]""","""{}"""
"""NANO*2100""","""Synthesis and Characterization of Nanomaterials II""","""NANO*2000""","""{}"""
"""NANO*3200""","""Nanolithographic Techniques""","""NANO*2100""","""{}"""
"""NANO*3300""","""Spectroscopy of Nanomaterials""","""NANO*2100 AND (CHEM*3860 OR PHYS*3230)""","""{}"""
"""NANO*3500""","""Thin Film Science""","""NANO*2100""","""{}"""
"""NANO*1000""","""Introduction to Nanoscience""","""4U Chemistry OR 4U Physics""","""{}"""
"""NANO*3600""","""Computational Methods in Materials Science""","""(MATH*1160 OR MATH*2160) AND (MATH*2170 OR MATH*2270) AND (CHEM*3860 OR PHYS*3230)""","""{}"""
"""NANO*4100""","""Biological Nanomaterials""","""MATH*2270 AND (CHEM*2820 OR PHYS*2240)""","""{}"""
"""NANO*4200""","""Topics in Nanomaterials""","""NANO*3300 AND NANO*3500 AND (CHEM*3860 OR PHYS*3230)""","""{}"""
"""NANO*4700""","""Concepts in Quantum Computing""","""MATH*1160 AND (CHEM*3860 OR PHYS*3230)""","""{NANO*3500}"""
"""NANO*4910""","""Nanoscience Research Project I""","""1.50 credits in NANO courses at the 3000 level.""","""{}"""
"""NANO*4920""","""Nanoscience Research Project II""","""NANO*4910""","""{}"""
"""NEUR*2000""","""Foundations in Neuroscience I""","""BIOL*1090 AND PSYC*1000""","""{PSYC*2410}"""
"""NEUR*2100""","""Foundations in Neuroscience II""","""NEUR*2000""","""{}"""
"""NEUR*3100""","""Molecular Mechanisms of Neurological Disorders""","""MCB*2050 AND (NEUR*2000 OR PSYC*2410),""","""{}"""
"""NEUR*3500""","""Techniques in Neuroscience""","""MCB*2050 AND PSYC*3270 AND (NEUR*2000 OR NEUR*2100 OR PSYC*2410 OR (1 of BIOM*3200 OR HK*2810 OR ZOO*3600))""","""{}"""
"""NEUR*4000""","""Current Issues in Neuroscience""","""14.00 credits""","""{}"""
"""NEUR*4100""","""Neuropharmacology""","""BIOM*3090 AND (NEUR*2000 OR PSYC*2410)""","""{}"""
"""NEUR*4401""","""Research in Neurosciences""","""14.00 credits""","""{BIOM*4510,BIOM*4521,BIOM*4522,NEUR*4421,NEUR*4422,NEUR*4450}"""
"""NEUR*4402""","""Research in Neurosciences""","""NEUR*4401""","""{BIOM*4510,BIOM*4521,BIOM*4522,NEUR*4421,NEUR*4422,NEUR*4450}"""
"""NEUR*4421""","""Advanced Research in Neurosciences""","""14.00 credits""","""{BIOM*4510,BIOM*4521,BIOM*4522,NEUR*4401,NEUR*4402,NEUR*4450}"""
"""NEUR*4422""","""Advanced Research in Neurosciences""","""NEUR*4421""","""{BIOM*4510,BIOM*4521,BIOM*4522,NEUR*4401,NEUR*4402,NEUR*4450}"""
"""NEUR*4450""","""Research in Neurosciences""","""14.00 credits""","""{BIOM*4510,BIOM*4521,BIOM*4522,NEUR*4401,NEUR*4402,NEUR*4421,NEUR*4422}"""
"""NUTR*1010""","""Introduction to Nutrition""","""()""","""{}"""
"""NUTR*1020""","""Professional Practice in Applied Nutrition""","""()""","""{}"""
"""NUTR*2050""","""Nutrition Through the Life Cycle""","""NUTR*1010""","""{}"""
"""NUTR*2150""","""Introduction to Nutritional and Food Sciences""","""(BIOL*1040 OR BIOL*1080) AND CHEM*1040""","""{FOOD*2010,FOOD*3090}"""
"""NUTR*2500""","""Introduction to Food Systems""","""4.00 credits""","""{}"""
"""NUTR*3070""","""Nutrition and Physical Activity Interventions""","""FRHD*3070 AND NUTR*2050""","""{}"""
"""NUTR*3090""","""Clinical Nutrition I""","""(BIOM*2000 OR BIOM*3200) AND FRHD*3070 AND NUTR*2050 AND (NUTR*3190 OR NUTR*3210) AND STAT*2090""","""{NUTR*3040}"""
"""NUTR*3110""","""Food Security""","""9.50 credits AND NUTR*2050""","""{}"""
"""NUTR*3150""","""Aging and Nutrition""","""NUTR*1010 OR NUTR*2150 OR NUTR*3210""","""{NUTR*2070}"""
"""NUTR*3210""","""Fundamentals of Nutrition""","""BIOC*2580""","""{}"""
"""NUTR*3330""","""Micronutrients, Phytochemicals and Health""","""NUTR*3210""","""{}"""
"""NUTR*3360""","""Lifestyle Genomics""","""BIOC*2580 AND BIOL*1080 AND MBG*2040""","""{}"""
"""NUTR*3390""","""Applied Nutritional and Nutraceutical Sciences I""","""NUTR*3210""","""{}"""
"""NUTR*3500""","""Research Internship in AHN""","""FRHD*3070 AND STAT*2090""","""{}"""
"""NUTR*4010""","""Nutritional Assessment""","""14.50 credits AND NUTR*2050 AND NUTR*3210""","""{}"""
"""NUTR*4040""","""Clinical Nutrition II""","""14.50 credits AND NUTR*3090 AND (BIOM*2000 OR BIOM*3200)""","""{}"""
"""NUTR*4070""","""Nutrition Education""","""FRHD*3400 AND NUTR*2050""","""{}"""
"""NUTR*4090""","""Functional Foods and Nutraceuticals""","""NUTR*3210""","""{}"""
"""NUTR*4120""","""Applied Clinical Skills""","""NUTR*4010 AND NUTR*4040""","""{NUTR*4850}"""
"""NUTR*4210""","""Nutrition, Exercise and Energy Metabolism""","""NUTR*3210 AND (BIOM*3200 OR HK*3810)""","""{}"""
"""NUTR*4320""","""Nutrition and Metabolic Control of Disease""","""NUTR*3210 AND (BIOM*3200 OR HK*3810 OR ZOO*3210 OR ZOO*3620)""","""{}"""
"""NUTR*4330""","""Applied Nutritional and Nutraceutical Sciences II""","""NUTR*3330 AND NUTR*3390 AND HK*3810""","""{}"""
"""NUTR*4360""","""Current Issues in Nutrigenomics""","""NUTR*3210 AND (BIOM*3200 OR HK*3810)""","""{}"""
"""NUTR*4510""","""Toxicology, Nutrition and Food""","""NUTR*3210""","""{}"""
"""NUTR*4810""","""Applied Human Nutrition Thesis I""","""FRHD*3070 AND NUTR*2050 AND NUTR*3090""","""{}"""
"""NUTR*4850""","""Field Experience in Nutrition Education""","""FRHD*3400 AND NUTR*3090 AND NUTR*4070""","""{NUTR*4120}"""
"""NUTR*4900""","""Selected Topics in Human Nutrition""","""FRHD*3070 AND NUTR*3090 AND NUTR*4010""","""{}"""
"""NUTR*4910""","""Applied Human Nutrition Thesis II""","""NUTR*4810""","""{}"""
"""ONEH*2000""","""Case Studies in One Health""","""ONEH*1000""","""{}"""
"""ONEH*3000""","""Topics in One Health""","""10.00 credits AND ONEH*2000""","""{}"""
"""ONEH*4000""","""Applications of One Health""","""ONEH*3000""","""{}"""
"""ONEH*1000""","""Introduction to One Health""","""()""","""{}"""
"""OAGR*2070""","""Introduction to Organic Agriculture""","""5.00 credits""","""{OAGR*2050,OAGR*3030}"""
"""OAGR*4050""","""Design of Organic Production Systems""","""OAGR*2070""","""{OAGR*3130,OAGR*4160}"""
"""OAGR*4180""","""Social Issues in Organic Agriculture""","""EDRD*3400 OR OAGR*2070 OR SOC*2080""","""{}"""
"""PATH*3610""","""Principles of Disease""","""1.50 credits in biology""","""{PATH*3600}"""
"""PATH*4100""","""Diseases of Aquatic Animals""","""PATH*3610""","""{}"""
"""PHIL*1000""","""Classic Thinkers""","""()""","""{}"""
"""PHIL*1010""","""Social and Political Issues""","""()""","""{}"""
"""PHIL*1030""","""Sex, Love, and Friendship""","""()""","""{}"""
"""PHIL*1050""","""Ethics, Knowledge, and Reality""","""()""","""{}"""
"""PATH*3040""","""Principles of Parasitology""","""10.00 credits AND at least 1.50 credits in biology.""","""{}"""
"""PHIL*2030""","""Philosophy of Medicine""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*2070""","""Philosophy of the Environment""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*2080""","""Animals in Philosophy""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*2100""","""Critical Thinking""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*2110""","""Formal Logic""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*2120""","""Ethics""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*2140""","""Ancient Greek Philosophy""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1030 OR PHIL*1050)""","""{}"""
"""PHIL*2160""","""Early Modern Philosophy: Reason vs. Experience""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1030 OR PHIL*1050)""","""{}"""
"""PHIL*2170""","""Existentialism""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*2180""","""Philosophy of Science""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*2240""","""Knowledge and Belief""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1030 OR PHIL*1050)""","""{}"""
"""PHIL*2280""","""Key Concepts in Political Philosophy""","""0.50 credits in either Philosophy OR Political Science""","""{POLS*2000}"""
"""PHIL*2370""","""Metaphysics and Mind""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1030 OR PHIL*1050)""","""{}"""
"""PHIL*2600""","""Business and Professional Ethics""","""2.00 credits OR (PHIL*1000 OR PHIL*1010 OR PHIL*1050)""","""{}"""
"""PHIL*3040""","""Philosophy of Law""","""1.50 credits in Philosophy OR 7.50 credits OR PHIL*2120""","""{}"""
"""PHIL*3050""","""Philosophy of Art""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3060""","""Medieval Philosophy""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3100""","""Kant and His Legacy""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3160""","""Metaphysics""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3170""","""Topics in the Philosophy of Science""","""(1.50 credits in Philosophy OR 7.50 credits OR PHIL*2180)""","""{}"""
"""PHIL*3180""","""Philosophy of Mind""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3190""","""Epistemology""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3200""","""Continental Philosophy""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3210""","""Women in the History of Philosophy""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3230""","""Theories of Justice""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3250""","""Philosophy of Language""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3260""","""Set Theory and Modal Logic""","""PHIL*2110""","""{PHIL*4110}"""
"""PHIL*3280""","""21st Century Philosophy""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3290""","""Advanced Ethical Theory""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3350""","""Selected Topics in Philosophy""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
"""PHIL*3370""","""Ethics of Artificial Intelligence""","""1.50 credits in Philosophy OR 7.50 credits""","""{}"""
